Link,Title
https://news.ltn.com.tw/news/life/paper/1712625,北花線客運復駛 假日往返各一班
https://news.ltn.com.tw/news/politics/breakingnews/5078710,花蓮罷免傅崐萁首波文宣 控傅震災後棄花蓮赴中
https://news.ltn.com.tw/news/life/breakingnews/5068777,賀陳旦質疑高鐵延伸宜蘭 陳文昌提7大理由反駁
https://news.ltn.com.tw/news/life/breakingnews/5060750,端午連假收假！蘇花路廊北上 中午後現車潮
https://news.ltn.com.tw/news/life/paper/1709174,端午連假 蘇花路廊今湧南下車潮
https://news.ltn.com.tw/news/life/breakingnews/5058753,端午連假蘇花交通熱點 花蓮警方加強紓導
https://news.ltn.com.tw/news/life/breakingnews/5058655,端午連假首日 蘇花路廊估清晨5點湧現南下車潮午後才能紓解
https://news.ltn.com.tw/news/life/paper/1708599,花東居民加入台鐵會員 點數多3~5倍／優惠措施與6月23日新票價同時上路 點數可折抵票價
https://news.ltn.com.tw/news/life/paper/1708550,北花線客運假日復駛 延至6月中
https://news.ltn.com.tw/news/politics/breakingnews/5050873,蘇花路斷傅崐萁怪交通部 議員胡仁順：不要只會檢討別人
https://news.ltn.com.tw/news/life/paper/1707946,蘇花路斷怪中央 民進黨團批花縣府
https://news.ltn.com.tw/news/politics/breakingnews/5047715,宜縣議長稱「高鐵不能當選舉操作利多」民進黨嗆為選舉唱衰高鐵
https://news.ltn.com.tw/news/life/breakingnews/5047073,大雨轟炸花蓮影響鐵公路！蘇花改中仁隧道緊急開放南下
https://news.ltn.com.tw/news/life/breakingnews/5046934,大雨轟炸！ 北迴鐵路中斷今無法修復 蘇花公路不排除封路
https://art.ltn.com.tw/article/paper/1706769,【自由副刊】 黃茵／多吃多福
https://news.ltn.com.tw/news/life/breakingnews/5040587,端午連假交通疏運一次看 5/29-6/1國道客運下殺6折
https://news.ltn.com.tw/news/life/breakingnews/5038183,宜蘭粉鳥林、朝陽漁港 可望興建遊艇碼頭
https://news.ltn.com.tw/news/life/breakingnews/5038192,雨彈轟炸！舊蘇花和中到和仁路段預警性封閉 改走蘇花改
https://news.ltn.com.tw/news/life/breakingnews/5035204,台鐵與白沙屯媽祖聯名  創貫通石、大肚成功和金鏟子禮盒
https://sports.ltn.com.tw/news/breakingnews/5025109,棒球》3年前的今天台鋼雄鷹正式加盟中職 洪總再呼籲增加第7隊
https://news.ltn.com.tw/news/society/breakingnews/5017677,不滿馬路拓寬遷就樹？傅崐萁前主任毒死242棵芒果判刑6個月
https://news.ltn.com.tw/news/life/paper/1702523,蘇花改中仁隧道 普通重機4/30 起通行
https://news.ltn.com.tw/news/life/breakingnews/5016093,蘇花改長隧道首次 中仁隧道4/30試辦開放普通重機
https://news.ltn.com.tw/news/life/paper/1700237,清明連假今結束 蘇花路廊湧北返潮
https://news.ltn.com.tw/news/life/breakingnews/5002393,清明連假午後花蓮湧北返車潮 蘇花路廊車潮持續到晚上
https://news.ltn.com.tw/news/life/breakingnews/5000902,清明連假首日蘇花路廊湧車潮  南下每小時上千輛車次
https://news.ltn.com.tw/news/life/breakingnews/5000497,清明連假首日國5雪隧順暢 蘇花南下恐塞到下午6點
https://news.ltn.com.tw/news/politics/breakingnews/4999326,花蓮議長張峻呼籲「罷傅」 國民黨部反咬「流氓、黑道」
https://news.ltn.com.tw/news/life/breakingnews/4998770,台9線玉里大橋南下線新橋提前半年完工  今開放通行
https://news.ltn.com.tw/news/life/paper/1698847,玉里大橋南下線新橋 4/1通車
https://news.ltn.com.tw/news/life/paper/1698690,台九線拓寬 213株鳳凰木移植羅山
https://news.ltn.com.tw/news/life/paper/1698372,清明返鄉 蘇花路廊首日估2萬多輛次
https://news.ltn.com.tw/news/politics/paper/1697460,壽豐設置養雞場案 介入當協調見證人 民代質疑戰天下業主與傅崐萁關係緊密
https://news.ltn.com.tw/news/politics/breakingnews/4984332,窮花蓮「富崐萁」！胡仁順酸：隻手遮天「花蓮國鬼故事」多
https://news.ltn.com.tw/news/life/paper/1697152,宜蘭轉運站至員山福園掃墓 提供接駁
https://news.ltn.com.tw/news/life/breakingnews/4982572,免費接駁、紙錢集中燒  宜縣府啟動清明節5大便民服務
https://news.ltn.com.tw/news/life/paper/1695852,花東快評估分段可行性 公路局建議優先推動崇德-新城
https://news.ltn.com.tw/news/life/breakingnews/4975432,花東快報告「補強內容中」 擬優先開闢崇德－新城路段
https://news.ltn.com.tw/news/life/paper/1695520,可行性評估 交部再度退回 花東快造價高昂 經濟效益低
https://news.ltn.com.tw/news/life/breakingnews/4966919,228連假收假日國5迎來北上交通最大量 恐塞到晚上8點
https://news.ltn.com.tw/news/life/breakingnews/4964794,蘇花改白米高架橋檢修 3/3蘇澳到東澳段輪流封閉
https://news.ltn.com.tw/news/life/breakingnews/4962186,228連假蘇花路廊車潮 最大車流估首日5時起湧現
https://news.ltn.com.tw/news/life/breakingnews/4959250,228三天連假交通疏運懶人包！搭客運觀光有好康
https://news.ltn.com.tw/news/life/paper/1692475,228車潮 蘇花路廊估首日清晨湧現
https://news.ltn.com.tw/news/life/breakingnews/4954697,228連續假期蘇花路廊車流量估1萬3千輛 21噸以上大貨車交通管制
https://news.ltn.com.tw/news/life/breakingnews/4938893,春節連假收假日 國5北返車潮湧現啟動北上匝道儀控
https://news.ltn.com.tw/news/life/breakingnews/4938865,春節連假收假 蘇花路廊花蓮往宜蘭北向車多
https://news.ltn.com.tw/news/life/breakingnews/4938424,春節連假倒數 國5湧現北返車潮主線一度回堵4公里
https://news.ltn.com.tw/news/life/breakingnews/4937981,國5、蘇花路廊午後將現首波北返車潮 恐塞到深夜
https://news.ltn.com.tw/news/life/breakingnews/4937032,初一蘇花路廊車流量增加 全線順暢
https://news.ltn.com.tw/news/life/paper/1689432,走春湧車潮初一國道南向達1.5倍
https://news.ltn.com.tw/news/life/breakingnews/4936722,蘇花路廊南下車潮估明天初一最高峰 恐早上5點塞到下午5點
https://news.ltn.com.tw/news/life/breakingnews/4936674,大年初一走春潮  這些路段恐成「塞車重災區」
https://news.ltn.com.tw/news/life/breakingnews/4936493,除夕宜花天氣放晴 蘇花路廊車流順暢
https://news.ltn.com.tw/news/life/breakingnews/4936140,春節連假第3天  蘇花路廊南下車流全天逾9000輛
https://news.ltn.com.tw/news/life/breakingnews/4935997,春節連假第3天 小年夜蘇花路廊車流順暢
https://news.ltn.com.tw/news/life/breakingnews/4935452,春節連假第2天 國5、蘇花南下車流順暢
