Link,Title
https://talk.ltn.com.tw/article/paper/1712401,自由廣場》消失的20年 花蓮再出發
https://news.ltn.com.tw/news/life/breakingnews/5068777,賀陳旦質疑高鐵延伸宜蘭 陳文昌提7大理由反駁
https://news.ltn.com.tw/news/politics/breakingnews/5066156,罷傅失敗就結束營業！在地商家：花蓮人不該活在花蓮王王朝餘威之下
https://news.ltn.com.tw/news/politics/breakingnews/5045358,高鐵延伸宜蘭反對聲音大 陳文昌：萬一沒了誰要承擔歷史責任
https://news.ltn.com.tw/news/politics/breakingnews/4934813,罷免傅崐萁春節不打烊 返鄉花蓮遊子連署熱
https://news.ltn.com.tw/news/politics/breakingnews/4905975,財劃法恐影響蘇花安延後通車 花蓮藍營批民進黨阻擋地方建設
https://news.ltn.com.tw/news/politics/paper/1672988,民進黨花蓮縣議員怨政績被搶》對抗「傅氏收割機」 林右昌：強化宣傳反制
https://talk.ltn.com.tw/article/paper/1658954,自由廣場》兼顧工程與環境平衡 花東鐵公路建設的安全策略
https://news.ltn.com.tw/news/politics/paper/1631975,蘇花安延宕 民進黨議員要傅崐萁先道歉
https://news.ltn.com.tw/news/politics/breakingnews/4585199,傅崐萁批蘇花安延宕 民進黨議員胡仁順：傅先對未做好地方溝通道歉
https://news.ltn.com.tw/news/politics/breakingnews/4540272,花蓮政見發表會錄影 張美慧、傅崐萁交鋒
https://news.ltn.com.tw/news/life/paper/1470874,高鐵延伸宜蘭 交通部9月15日 開說明會
https://news.ltn.com.tw/news/life/breakingnews/3660872,高鐵延伸宜蘭設站選址引熱議 陳歐珀：9/15交通部將召開地方說明會
https://news.ltn.com.tw/news/life/breakingnews/3493187,台鐵出軌》東部人用生命回家！ 徐榛蔚沈痛︰前瞻建設忽略東部
https://news.ltn.com.tw/news/politics/breakingnews/3489885,台鐵出軌》 朱立倫：台鐵公司化 應訂具體時間
https://news.ltn.com.tw/news/life/breakingnews/3216760,指考物理》命題結合醫學、交通、科技、運動... 全教會：跨很大
https://news.ltn.com.tw/news/life/paper/1335991,國五接蘇花改 交通部政次︰非蘇花高「復辟」
https://news.ltn.com.tw/news/life/breakingnews/2995463,國5連接蘇花改被質疑蘇花高復活？交通部這麼說
https://news.ltn.com.tw/news/politics/breakingnews/2992005,張善政扯住院 蘇揆親身主持院會駁斥
https://news.ltn.com.tw/news/life/breakingnews/2964910,11/02 各報重點新聞一覽
https://news.ltn.com.tw/news/life/paper/1329005,最後一哩路 蘇花改進度逾9成
https://news.ltn.com.tw/news/politics/breakingnews/2817733,韓喊貫穿中央山脈被打臉 李來希護航：沒有做夢的膽量
https://news.ltn.com.tw/news/life/breakingnews/2816886,國道6號通花蓮？ 網友：中央山脈宛如「嘆息之牆」難穿
https://news.ltn.com.tw/news/life/paper/1261341,花蓮醫界︰強化醫病關係 讓大家更信醫師
https://news.ltn.com.tw/news/focus/paper/1260975,人物側寫》新任環保署長張子敬 13年副手扶正
https://news.ltn.com.tw/news/life/breakingnews/2618448,蘇花仁清隧道北口落石阻斷雙向交通 已於下午1時搶通
https://talk.ltn.com.tw/article/paper/1242554,自由廣場》「公」路的「公」益性質
https://news.ltn.com.tw/news/local/paper/1241281,劉曉玫促花蓮聯外陸海空交通 多元選擇
https://news.ltn.com.tw/news/life/paper/1174941,蘇花改通車 7機車硬闖挨罰
https://news.ltn.com.tw/news/focus/paper/1172567,還有兩段未完工 蘇花改全線通車預約明年底
https://news.ltn.com.tw/news/life/breakingnews/2314726,蘇花改蘇澳－東澳段春節前通車 地方擔心蘇澳大塞車
https://news.ltn.com.tw/news/life/paper/1168234,國五蘇澳服務區月底啟用
https://talk.ltn.com.tw/article/breakingnews/2298873,自由開講》失控的觀光發展主義與地方金權政治正是台灣最大的污染源！
https://news.ltn.com.tw/news/life/breakingnews/2099955,蘇澳服務區環差通過  最快明年啟用
https://news.ltn.com.tw/news/politics/breakingnews/2084100,蘇花公路又斷腸 藍委點名「神隱部長」下台
https://news.ltn.com.tw/news/focus/paper/1100001,蘇花改未接國5 蘇澳恐塞爆// 宜代縣長 轟交部沒整合
https://news.ltn.com.tw/news/politics/breakingnews/2046932,張景森怒批毛治國 「留下政績讓新政府很頭痛」
https://news.ltn.com.tw/news/local/paper/1086875,宜縣首件BOT飯店 4月試營運
https://news.ltn.com.tw/news/local/paper/1031054,林揆視察花東 承諾改善交通
https://news.ltn.com.tw/news/politics/breakingnews/1822108,林揆視察花東交通 掀蘇花改爭議
https://talk.ltn.com.tw/article/paper/1001079,自由廣場》第三者環評 確實不是好政策
https://news.ltn.com.tw/news/local/paper/986403,搶救蘇花改、花東快 議會再熱吵
https://news.ltn.com.tw/news/politics/breakingnews/1683743,見證觀音隧道貫通 馬英九：希望新政府完成最後一哩路
https://news.ltn.com.tw/news/politics/breakingnews/1621459,扁維拉登板  徐榛蔚提特別條例防「不好前例」
https://news.ltn.com.tw/news/local/paper/949388,花蓮國親合作 選前共推王廷升
https://news.ltn.com.tw/news/politics/paper/937775,後山固樁 朱︰花蓮拚四席立委
https://news.ltn.com.tw/news/local/paper/927095,蘇花改再延宕 縣長︰絕不會蘇花停
https://talk.ltn.com.tw/article/breakingnews/1386570,低頭大叔》距離選戰剩半年，選戰計劃做好了嗎？
https://news.ltn.com.tw/news/politics/breakingnews/1373297,南海爭議、兩岸關係 馬英九通通一招「擱置主權」
https://news.ltn.com.tw/news/society/breakingnews/1363992,蘇花公路傳車禍 3傷2命危
https://news.ltn.com.tw/news/life/paper/871379,開發案拖20年 花縣府控養地 理想大地：被政府拖到
https://news.ltn.com.tw/news/life/breakingnews/1286113,花縣府控養地圈地 理想大地駁斥所言不實
https://news.ltn.com.tw/news/life/breakingnews/1281898,蘇花公路武塔隧道 11日貫通
https://news.ltn.com.tw/news/local/paper/823237,縣長政見跳票 達成率不到五成
https://news.ltn.com.tw/news/local/paper/810321,半歲兒哭聲中 柯賜海登記選縣長
https://news.ltn.com.tw/news/politics/breakingnews/1096917,柯賜海帶稚子 完成花蓮縣長登記
https://art.ltn.com.tw/article/paper/801691,【藝術文化】金鼎作家林宜澐 新作《河岸花園了》暗諷歪風
https://news.ltn.com.tw/news/local/paper/761662,仁水隧道改雙孔? 工程單位：重做環評費時
https://news.ltn.com.tw/news/local/paper/758289,花東首條快速路評估 年底出爐
https://news.ltn.com.tw/news/focus/paper/741915,直穿翡翠水庫集水區／北宜鐵截彎取直 北台恐爆水質危機
https://talk.ltn.com.tw/article/paper/688874,熱氣球救不了台鐵
https://news.ltn.com.tw/news/local/paper/664747,交通部點頭 蘇花高獎勵金 不收回
https://news.ltn.com.tw/news/local/paper/664254,《反對計程收費》國5平原線 宜縣長：聯絡性道路
https://talk.ltn.com.tw/article/paper/645503,〈澄社評論〉經濟成長 幸福不成長
https://talk.ltn.com.tw/article/paper/641436,山海 劇場 本地 外地
https://news.ltn.com.tw/news/local/paper/639881,交通陷困境 綠號召1.13北上抗議
https://news.ltn.com.tw/news/local/paper/626322,航程1小時 立委推動海上蘇花高
https://news.ltn.com.tw/news/life/paper/599677,星期專訪─東華大學觀光暨休閒遊憩系教授葉智魁︰／馬祖博弈 拿國人錢養賭博集團
https://news.ltn.com.tw/news/politics/paper/588375,集遊法爭議多 法院判決見解不一
https://news.ltn.com.tw/news/local/paper/583187,蘇花改穿祖墳？ 隧道口距墓34公尺
https://news.ltn.com.tw/news/local/paper/551823,電視政見會 選將攻防猛 歷屆最激烈
https://news.ltn.com.tw/news/politics/breakingnews/580360,總統大選》環境和文化若衝突　馬：文化優先
https://news.ltn.com.tw/news/focus/paper/536959,花蓮固票 馬：評估建北宜直線鐵路
https://news.ltn.com.tw/news/focus/paper/518280,細數政見 馬自誇：兌現九成
https://news.ltn.com.tw/news/local/paper/510241,蘇花改將闢建直升機平台
https://news.ltn.com.tw/news/politics/breakingnews/509175,馬吳配宣布　拚2012連任
https://ec.ltn.com.tw/article/paper/499220,美國商會：環評拖、效能差、太傾中 外商投資卻步
https://news.ltn.com.tw/news/local/paper/489143,《阿里山小火車事故》傷者提質疑 協調沒結果
https://news.ltn.com.tw/news/life/paper/467522,台灣女婿文魯彬力挺環保 不悔散家財
https://news.ltn.com.tw/news/local/paper/458689,談氣候變遷 李遠哲：國光石化不應設廠
https://news.ltn.com.tw/news/local/paper/451365,﹝蘇花公路災後路況差﹞行動咖啡車 生意剩兩成
https://talk.ltn.com.tw/article/paper/442788,蘇花高代價更高
https://talk.ltn.com.tw/article/paper/442478,總統法定職權與政治影響力
https://news.ltn.com.tw/news/local/paper/440549,《消失的C517》見證蘇花高20年變折
https://news.ltn.com.tw/news/local/paper/440539,建國百年 基隆人台北抗議
https://news.ltn.com.tw/news/local/paper/440550,《人物側寫》鬼才黃宣寓
https://news.ltn.com.tw/news/local/paper/440545,蘇花搜救人員 縣長慰問叮嚀
https://news.ltn.com.tw/news/life/paper/440449,蘇花改環評 環團批調查不周延
https://news.ltn.com.tw/news/focus/paper/440324,蘇花高誰拖延 藍綠互批對方
https://news.ltn.com.tw/news/focus/paper/440301,蘇花改環評初審 有條件過關
https://news.ltn.com.tw/news/focus/paper/440321,大家談
https://news.ltn.com.tw/news/focus/paper/440320,有譜啦 花蓮人開心回家
https://talk.ltn.com.tw/article/paper/440314,安全？回家？路？
https://news.ltn.com.tw/news/politics/breakingnews/427581,蘇花改環評初審　有條件過關
https://news.ltn.com.tw/news/life/breakingnews/427528,吳揆承諾　12月蘇花改「雲開見月」
https://news.ltn.com.tw/news/life/breakingnews/427342,花蓮萬人北上陳情　環團徹夜靜坐
https://news.ltn.com.tw/news/local/paper/439987,花蓮人喚蘇花高 吳揆只談蘇花改
https://news.ltn.com.tw/news/life/paper/439914,花蓮人繞南迴 北上爭活路
https://news.ltn.com.tw/news/politics/breakingnews/427152,花蓮人要蘇花高　吳敦義猛談蘇花改
https://news.ltn.com.tw/news/life/paper/439443,爭建蘇花高 臉書連署達1.6萬人
https://news.ltn.com.tw/news/life/breakingnews/426558,速建蘇花高？　立委建議網友連署
