Id,SalePrice
1461,127447.42496028148
1462,174175.00176087153
1463,193407.62123709155
1464,174175.00176087153
1465,179741.66632274195
1466,175400.76397532606
1467,193407.62123709155
1468,183146.56253110516
1469,188154.43864340291
1470,175400.76397532606
1471,127447.42496028148
1472,188154.43864340291
1473,193407.62123709155
1474,174175.00176087153
1475,174175.00176087153
1476,179741.66632274195
1477,174175.00176087153
1478,174175.00176087153
1479,188154.43864340291
1480,174175.00176087153
1481,174175.00176087153
1482,175400.76397532606
1483,179741.66632274195
1484,179741.66632274195
1485,174175.00176087153
1486,175400.76397532606
1487,296300.54
1488,183146.56253110516
1489,175400.76397532606
1490,183146.56253110516
1491,175400.76397532606
1492,153844.41248991134
1493,132651.9714285714
1494,254185.4129288722
1495,174175.00176087153
1496,193407.62123709155
1497,179741.66632274195
1498,175400.76397532606
1499,188154.43864340291
1500,183146.56253110516
1501,183146.56253110516
1502,174175.00176087153
1503,175400.76397532606
1504,175400.76397532606
1505,175400.76397532606
1506,183146.56253110516
1507,193407.62123709155
1508,175400.76397532606
1509,174175.00176087153
1510,175400.76397532606
1511,147112.47474747474
1512,147112.47474747474
1513,183146.56253110516
1514,133374.11904761902
1515,193407.62123709155
1516,179741.66632274195
1517,179741.66632274195
1518,193407.62123709155
1519,188154.43864340291
1520,155232.94602015772
1521,183146.56253110516
1522,174175.00176087153
1523,188154.43864340291
1524,155232.94602015772
1525,174175.00176087153
1526,175400.76397532606
1527,175400.76397532606
1528,183146.56253110516
1529,174175.00176087153
1530,155232.94602015772
1531,179741.66632274195
1532,155232.94602015772
1533,142994.2335394181
1534,179741.66632274195
1535,142994.2335394181
1536,193407.62123709155
1537,174175.00176087153
1538,175400.76397532606
1539,175400.76397532606
1540,174175.00176087153
1541,174175.00176087153
1542,193407.62123709155
1543,155232.94602015772
1544,175400.76397532606
1545,147112.47474747474
1546,193407.62123709155
1547,193407.62123709155
1548,193407.62123709155
1549,183146.56253110516
1550,193407.62123709155
1551,193407.62123709155
1552,174175.00176087153
1553,183146.56253110516
1554,188154.43864340291
1555,183146.56253110516
1556,179741.66632274195
1557,188154.43864340291
1558,193407.62123709155
1559,160510.0131716777
1560,127447.42496028148
1561,131553.81001686654
1562,149127.0476190476
1563,131553.81001686654
1564,131553.81001686654
1565,140429.205952381
1566,175400.76397532606
1567,140572.95714285714
1568,183146.56253110516
1569,142994.2335394181
1570,174175.00176087153
1571,174175.00176087153
1572,142994.2335394181
1573,296300.54
1574,174175.00176087153
1575,174175.00176087153
1576,183146.56253110516
1577,193407.62123709155
1578,193407.62123709155
1579,195534.31783436798
1580,175400.76397532606
1581,174175.00176087153
1582,174175.00176087153
1583,183146.56253110516
1584,175400.76397532606
1585,175400.76397532606
1586,175400.76397532606
1587,179741.66632274195
1588,174175.00176087153
1589,174175.00176087153
1590,174175.00176087153
1591,183146.56253110516
1592,183146.56253110516
1593,193407.62123709155
1594,176674.6588700951
1595,183146.56253110516
1596,195534.31783436798
1597,193407.62123709155
1598,174175.00176087153
1599,175400.76397532606
1600,193407.62123709155
1601,147112.47474747474
1602,147112.47474747474
1603,174175.00176087153
1604,183146.56253110516
1605,183146.56253110516
1606,183146.56253110516
1607,193407.62123709155
1608,183146.56253110516
1609,179741.66632274195
1610,175400.76397532606
1611,174175.00176087153
1612,193407.62123709155
1613,174175.00176087153
