Id,SalePrice
1461,124221.16666666669
1462,137730.0
1463,165906.68
1464,183928.0
1465,249229.9166666667
1466,206234.0
1467,177234.0
1468,183018.0
1469,182314.78
1470,115084.0
1471,194933.675
1472,89886.0
1473,111038.0
1474,150059.075
1475,165659.8
1476,376329.85
1477,302432.15
1478,345390.12
1479,283043.35
1480,391184.73
1481,271683.61
1482,219559.61
1483,169347.08
1484,189427.15
1485,165418.52666666667
1486,219578.8
1487,274119.12
1488,318033.22
1489,213333.26714285713
1490,164310.83666666667
1491,210617.6
1492,93715.5
1493,171929.5
1494,334250.0
1495,284329.13
1496,190796.1
1497,155411.05571428573
1498,144068.0
1499,150570.52
1500,150066.98928571428
1501,168972.0
1502,152972.33333333334
1503,338838.36
1504,253565.0
1505,191206.28333333335
1506,200798.2
1507,226708.0
1508,167047.2
1509,179927.0
1510,152510.66666666666
1511,141688.5833333333
1512,155570.16666666666
1513,156953.8
1514,110454.33333333331
1515,152158.0
1516,168743.0
1517,144998.5
1518,136631.03
1519,230154.0
1520,129037.99999999999
1521,130649.49999999999
1522,156750.0
1523,121403.75
1524,130431.25
1525,148785.5523809524
1526,124145.75
1527,110973.16666666666
1528,125926.5
1529,141658.25
1530,141773.0
1531,118231.72
1532,99688.0
1533,136609.0
1534,123354.0
1535,128563.68
1536,106961.5
1537,81606.75
1538,191726.77
1539,211643.5
1540,141398.87
1541,127965.0
1542,128951.25
1543,199990.06666666665
1544,97744.75
1545,120334.36
1546,134881.0
1547,120871.0
1548,127560.02
1549,130107.0
1550,140978.68
1551,109310.0
1552,122126.0
1553,137946.9
1554,114505.66
1555,130793.99999999999
1556,103504.5
1557,103633.0
1558,124708.0
1559,108959.5
1560,122727.53
1561,114312.0
1562,120270.55750000002
1563,136072.5
1564,149358.52333333332
1565,175412.53
1566,223311.88
1567,105665.16666666666
1568,191214.0
1569,111756.0
1570,142987.1666666667
1571,105374.2
1572,146281.48571428572
1573,236149.02
1574,150092.50000000003
1575,228391.63333333333
1576,204267.0
1577,204463.736
1578,176606.9
1579,146792.75
1580,196329.9
1581,133886.6
1582,126426.66666666666
1583,268362.1
1584,231271.1
1585,136973.59523809524
1586,90213.75
1587,116077.09999999998
1588,144885.57142857145
1589,103220.66666666666
1590,133303.0
1591,97439.5
1592,109790.25
1593,152821.0
1594,121913.0
1595,142418.55
1596,196083.0
1597,146365.78666666668
1598,171548.25
1599,222196.0
1600,207107.5
1601,68881.5
1602,110118.5
1603,106711.25
1604,268015.0
1605,257153.61
1606,148659.0
1607,161003.525
1608,227529.75
1609,203121.86599999998
1610,167217.15
1611,137815.16666666666
1612,157365.0
1613,152205.0
1614,113225.58333333334
1615,94417.5
1616,94417.5
1617,91605.0
1618,132016.6666666667
1619,135715.72333333333
1620,169014.87
1621,162197.72666666665
1622,136968.0
1623,271445.1666666667
1624,174871.0
1625,140258.7666666667
1626,193390.0
1627,180265.0
1628,290246.94
1629,168713.0
1630,244598.66
1631,257528.5833333333
1632,251670.0833333333
1633,169884.99
1634,182748.0
1635,185493.64
1636,182558.0
1637,175854.28
1638,188430.55
1639,190099.0
1640,250238.0
1641,188705.0
1642,216740.93
1643,252425.0
1644,249694.6
1645,140202.8
1646,171625.0
1647,219723.0
1648,138152.65
1649,140216.16666666666
1650,118811.0
1651,123705.6
1652,87750.0
1653,91260.0
1654,155537.0
1655,182974.55
1656,150009.7
1657,155362.0
1658,150104.7
1659,166014.8
1660,151290.21666666667
1661,403290.8
1662,390182.51
1663,423166.98
1664,396858.72
1665,408833.21
1666,289569.0
1667,260220.63
1668,410042.67
1669,362420.16
1670,405046.86
1671,229635.0
1672,393172.74
1673,289434.94
1674,255868.93
1675,177550.91666666663
1676,171277.00333333333
1677,215184.6
1678,415122.52
1679,282732.59
1680,312918.44
1681,323711.65
1682,271487.99
1683,191801.0
1684,185009.15
1685,175437.32
1686,188221.8
1687,165418.52666666667
1688,210491.93333333332
1689,188645.77
1690,178050.0
1691,181002.44
1692,259196.74
1693,165418.52666666667
1694,179331.0
1695,169579.0
1696,224130.2
1697,169579.0
1698,275999.61
1699,325046.0
1700,242040.0
1701,271107.0
1702,288785.22
1703,296582.77
1704,279309.12
1705,279978.56
1706,365227.12
1707,211677.76714285713
1708,204236.54
1709,353319.34
1710,264704.68
1711,278207.22
1712,288485.03
1713,229190.57
1714,192868.43
1715,201932.25
1716,188896.2841904762
1717,196481.96333333335
1718,118865.5
1719,215120.1
1720,278506.06
1721,207879.65666666665
1722,109567.0
1723,156685.0
1724,212929.54
1725,246903.5
1726,210385.5
1727,179631.0
1728,194565.2
1729,177857.0
1730,176762.9
1731,137247.6666666667
1732,139906.83333333334
1733,141230.1666666667
1734,105167.18467857143
1735,131232.22223809522
1736,131366.0
1737,303425.82
1738,221994.4
1739,270765.84
1740,173331.69766666665
1741,167187.09699999998
1742,168972.0
1743,155038.5
1744,258603.21
1745,194421.59
1746,273252.0
1747,231441.0
1748,237769.0
1749,151433.76666666666
1750,141224.5
1751,213671.0
1752,124713.33333333334
1753,133366.66666666666
1754,191486.1
1755,166658.0
1756,129120.0
1757,124866.78095238091
1758,140922.5
1759,144558.5
1760,144656.5
1761,150660.55
1762,183995.21
1763,186085.4
1764,142222.99999999997
1765,184245.6
1766,164785.0
1767,141576.0
1768,134068.5
1769,285013.0
1770,143060.53333333333
1771,114522.33333333331
1772,148785.5523809524
1773,109843.91666666666
1774,150161.2
1775,143754.33333333334
1776,125045.5
1777,121210.25
1778,130431.25
1779,149833.91666666666
1780,231561.5
1781,143018.6666666667
1782,108521.16666666669
1783,152840.0
1784,107522.0
1785,108685.0
1786,112968.66666666666
1787,168295.0
1788,59387.0
1789,130418.0
1790,76788.25
1791,212519.99
1792,151876.0
1793,160985.0
1794,174266.75
1795,139407.0
1796,141092.5
1797,154096.9
1798,137618.66666666666
1799,130431.25
1800,127738.38095238093
1801,129126.0
1802,153619.66666666666
1803,157414.0
1804,147654.41
1805,142114.44464285715
1806,118259.04
1807,158897.4
1808,133732.5
1809,127734.15
1810,134115.68
1811,100217.5
1812,115982.42
1813,126091.25
1814,107871.0
