	cluster	feature	feature_idx	select_count	select_rate	beta_n	beta_mean	beta_se	beta_mean_minus_se	beta_mean_plus_se
0	0	x8	6	50	1.0	50	0.04122420383142661	2.0116954676443048e-05	0.041204086876750166	0.04124432078610305
1	0	x68	62	50	1.0	50	0.03018945708853839	1.8520533452446982e-05	0.030170936555085945	0.030207977621990838
2	0	x578	446	50	1.0	50	0.029092935232881843	1.5222305259109491e-05	0.029077712927622734	0.02910815753814095
3	0	x297	242	50	1.0	50	0.02732423907838899	1.3071301941292172e-05	0.0273111677764477	0.02733731038033028
4	0	x337	272	50	1.0	50	0.024761189248323042	1.8496046963105222e-05	0.024742693201359935	0.02477968529528615
5	0	x130	120	50	1.0	50	0.01594919830300798	1.9750205584790693e-05	0.01592944809742319	0.015968948508592772
6	0	x9	7	50	1.0	50	0.015527843315880117	1.7683384518531812e-05	0.015510159931361584	0.01554552670039865
7	0	x1	0	50	1.0	50	0.015311970068847857	2.1557567458985343e-05	0.015290412501388873	0.015333527636306842
8	0	x491	386	50	1.0	50	0.011510537542482525	1.7440384115052735e-05	0.011493097158367473	0.011527977926597578
9	0	x414	323	50	1.0	50	0.010160808537158053	2.1707864768643183e-05	0.01013910067238941	0.010182516401926696
10	0	x570	438	50	1.0	50	0.008935767147561334	2.1324356190235728e-05	0.008914442791371099	0.008957091503751569
11	0	x162	148	50	1.0	50	0.00795784045607351	2.0413337926714696e-05	0.007937427118146795	0.007978253794000224
12	0	x286	233	50	1.0	50	0.007762070901531214	1.7828716771152288e-05	0.0077442421847600616	0.007779899618302366
13	0	x474	371	50	1.0	50	0.007561364923014474	1.98892949787546e-05	0.0075414756280357195	0.0075812542179932284
14	0	x324	265	50	1.0	50	0.00645999662883896	1.767288921270447e-05	0.006442323739626256	0.006477669518051664
15	0	x475	372	50	1.0	50	0.006354524446456952	1.903042177197351e-05	0.0063354940246849786	0.006373554868228926
16	0	x18	15	50	1.0	50	0.006264474687851904	1.8994921960889277e-05	0.006245479765891015	0.006283469609812793
17	0	x26	23	50	1.0	50	0.005415426319925689	1.7525063337740955e-05	0.005397901256587948	0.005432951383263431
18	0	x386	306	50	1.0	50	0.004576078018482277	2.035493945492153e-05	0.004555723079027356	0.0045964329579371984
19	0	x33	30	50	1.0	50	0.004477450432498995	1.874056610767308e-05	0.0044587098663913215	0.0044961909986066684
20	0	x347	281	50	1.0	50	0.0044230301780362625	1.9896773817845918e-05	0.004403133404218417	0.004442926951854108
21	0	x472	369	50	1.0	50	0.004400346103942922	1.9137140578787797e-05	0.004381208963364134	0.00441948324452171
22	0	x298	243	50	1.0	50	0.004362145650004917	1.6078966534085915e-05	0.004346066683470831	0.004378224616539002
23	0	x292	239	50	1.0	50	0.0035411063079233097	1.977210726994029e-05	0.0035213342006533694	0.00356087841519325
24	0	x340	275	50	1.0	50	0.0028255450666243094	2.12745810811468e-05	0.0028042704855431627	0.002846819647705456
25	0	x489	384	50	1.0	50	0.002330529979248264	1.5966968413064376e-05	0.0023145630108352	0.0023464969476613283
26	0	x29	26	50	1.0	50	0.0012126300797299409	1.8451663399993603e-05	0.0011941784163299472	0.0012310817431299345
27	0	x103	93	50	1.0	50	-0.0015374937787780679	1.872930192789677e-05	-0.0015562230807059647	-0.001518764476850171
28	0	x23	20	50	1.0	50	-0.001628989671655121	1.6465246408988536e-05	-0.0016454549180641095	-0.0016125244252461325
