Id,SalePrice
1461,124360.74229263156
1462,146402.8654781144
1463,174784.3226209645
1464,196865.17041753404
1465,177215.5950529171
1466,191741.9297658214
1467,152081.28261981579
1468,181592.43805554992
1469,171260.6313190214
1470,122673.6873653137
1471,169872.27554206978
1472,103714.14769234271
1473,104234.38598237807
1474,152007.89197363416
1475,125517.49603261417
1476,274386.8759711123
1477,249744.57794073247
1478,258762.005371858
1479,283242.5175921386
1480,374052.03665085236
1481,267523.2899109496
1482,214955.32622681864
1483,176608.2551120566
1484,188852.7892780054
1485,193503.3257703508
1486,217803.58511333796
1487,264894.47968390933
1488,202960.52309441008
1489,198099.00472696006
1490,198375.0111851667
1491,195396.54733204597
1492,112566.32092501654
1493,170552.88361047182
1494,260964.51842924312
1495,245852.93486560765
1496,197658.4055298845
1497,172130.86745751087
1498,164343.42904550277
1499,162041.61334912994
1500,169850.61701206892
1501,166327.8196315182
1502,176705.06543086126
1503,230863.48682319722
1504,210857.99355901184
1505,205481.34650267966
1506,179839.26615399844
1507,256312.81311808378
1508,193205.6197266151
1509,131325.65088860606
1510,148124.14464473573
1511,146507.96130969253
1512,161238.3306154722
1513,129707.41765489256
1514,119129.84031541923
1515,193845.26225185944
1516,149894.07411982265
1517,152664.26903207778
1518,131013.65578928763
1519,205173.6041458564
1520,130339.5078926051
1521,137287.18102542614
1522,166971.71821339676
1523,112771.7158716204
1524,116108.69829971596
1525,116004.93368684228
1526,120407.62146244437
1527,114026.80683828649
1528,121536.70030136986
1529,130311.46392696485
1530,174196.96050384192
1531,159497.71963049774
1532,91994.37228998686
1533,128585.95789230097
1534,111934.51450345015
1535,151465.43669418094
1536,111291.81503384921
1537,115126.70859144068
1538,142861.19638533492
1539,160372.51277557795
1540,84339.26651237532
1541,126295.8116285759
1542,124672.03267438273
1543,164824.29930136664
1544,91129.6239132041
1545,111945.84635332078
1546,127373.35874833191
1547,124660.83051892421
1548,118581.54681319153
1549,110123.96123399172
1550,131852.63188771252
1551,113284.54698614246
1552,131430.44688791412
1553,116635.90724317003
1554,118345.91570049655
1555,169412.6485390294
1556,119914.77777297868
1557,84649.1863396634
1558,111516.2990683014
1559,91717.81134210921
1560,127943.57612779071
1561,95080.6731114686
1562,134800.64653289033
1563,122535.27566321939
1564,157181.11835933794
1565,148261.28886511552
1566,200017.18803940265
1567,102689.39652012636
1568,267724.20467748906
1569,137783.62016281454
1570,136910.6100636604
