Link,Title
https://news.tvbs.com.tw/life/2868397,駕駛注意！蘇花中仁隧道南下線施工　5／13起「封閉17天」
https://news.tvbs.com.tw/life/2752125,新年返鄉交通部公布疏運規劃　高鐵、台鐵加開超過300班次
https://news.tvbs.com.tw/life/2680782,疑不明物體撞擊！台鐵列車凌晨「車邊突冒火光」　6車窗破裂
https://news.tvbs.com.tw/local/2597979,沒在看路？觀音隧道白車追撞工程車
https://news.tvbs.com.tw/local/2597829,有片／追撞防撞車！蘇花改觀音隧道轎車「直插卡死」　駕駛急送醫
https://news.tvbs.com.tw/life/2523104,年底前試辦！蘇花改開放「白牌機車通行」　將擴建專用道
https://news.tvbs.com.tw/politics/2510188,黨內爆雜音！「2兆花東三法」挨轟錢坑　趙少康：花錢也得做
https://news.tvbs.com.tw/local/2505911,快訊／台9線車禍！大貨車猛撞緩衝車　蘇花改蘇澳至東澳封閉
https://news.tvbs.com.tw/life/2445616,花蓮地震／花蓮多處坍方受阻！蘇花及中橫3路段預警封閉
https://news.tvbs.com.tw/local/2398738,曳引車煞車不及釀3車連撞　蘇花改隧道急開導坑紓解車潮
https://news.tvbs.com.tw/life/2393551,國道湧走春車潮！宮廟、景點、機場　湧人潮
https://news.tvbs.com.tw/local/2352168,大貨車過高0.05米　在蘇花改內擊落「它」慘賠80萬
https://news.tvbs.com.tw/life/2351869,怕塞車先出發！　國五雪隧口8車追撞釀5傷
https://news.tvbs.com.tw/local/2282849,宜蘭新澳隧道連環撞！機車騎士卡大車底　痛喊「救命啊」
https://news.tvbs.com.tw/life/2265979,國慶連假首日！蘇花改湧現南下車潮　車流回堵3公里
https://news.tvbs.com.tw/local/2263145,沒注意！遊覽車隧道口追撞　釀19人受傷送醫
https://news.tvbs.com.tw/local/2262955,快訊／蘇花改「2遊覽車追撞」擋風玻璃碎　19人傷送醫
https://news.tvbs.com.tw/life/2257742,中秋連假首日！蘇花改清晨5時湧現車潮　車龍長達3公里
https://news.tvbs.com.tw/life/2159820,連假國五塞爆！他卡「車上6小時」崩潰：全台都去宜蘭？
https://news.tvbs.com.tw/life/2159200,連假塞爆湧車潮　國5南下時速不到40公里
https://news.tvbs.com.tw/life/2159014,連假南北湧車潮！蘇花改大清早就塞　1小時2千輛車次衝墾丁
https://news.tvbs.com.tw/life/2156263,端午連假怕塞爆？一圖看蘇花改行車攻略　這時間最塞
https://news.tvbs.com.tw/local/2147122,開太久「直線」隧道？　駕駛疑精神不濟撞路樹
https://news.tvbs.com.tw/life/2087526,塞塞塞！明收假注意北返車潮　公路總局提醒9路段注意
https://news.tvbs.com.tw/life/2085227,連假首日！蘇花改南下塞爆　車速不到5公里
https://news.tvbs.com.tw/life/2038739,太慢？蘇花仁水隧道提速　2/18起變60km/h
https://news.tvbs.com.tw/local/2038688,18日蘇花改仁水隧道 將提高限速60公里
https://news.tvbs.com.tw/life/2036968,蘇花改塞車憋不住　2女竟路邊「解放洩黃水」恐吃罰單
https://news.tvbs.com.tw/local/2036559,憋不住了！蘇花改交管塞車　2女路邊解放
https://news.tvbs.com.tw/life/2022679,春節10天連假開跑！蘇花改天沒亮就現車龍　大車管制看這
https://news.tvbs.com.tw/life/2021097,春節交通大補帖 目標宜縣交通不打結
https://news.tvbs.com.tw/life/2017581,紓解10至15%車潮「離峰時段」上路　抽福袋
https://news.tvbs.com.tw/life/2016772,馬維拉？傅崑萁批沒臉見花連人　交長：馬英九只做蘇花改
https://news.tvbs.com.tw/life/2016247,「安全回家路」好難　傅崐萁怒蘇花安0進度
https://news.tvbs.com.tw/life/2015870,蘇花路斷難自駕遊！花蓮福容持「台鐵車票」折500
https://news.tvbs.com.tw/life/2015625,蘇花路斷開「中橫」緩解！大車到台北恐要8小時　最壞下場曝
https://news.tvbs.com.tw/local/2012653,別想躲！罰單、稅金攏嘸繳　遭科技執法揪出
https://news.tvbs.com.tw/life/2011385,返鄉前先看！春節「國道疏導」懶人包　大眾運輸祭優惠再抽獎
https://news.tvbs.com.tw/life/2010370,春節走春「蘇花改」登錄車牌可抽獎！　春節放10天恐到處塞
https://news.tvbs.com.tw/life/2005207,元旦連假首日　蘇花改南下清晨湧現車潮
https://news.tvbs.com.tw/life/1964236,見證蘇花改生態恢復　特生中心發現逾20萬筆生物
https://news.tvbs.com.tw/local/1951102,車開在水上？！中仁隧道積水太多　急斷電
https://news.tvbs.com.tw/life/1910345,六十石山坍塌「逾20小時搶通」　400名民眾排隊下山
https://news.tvbs.com.tw/life/1879013,改常態開放！9月1日起大型重機可通行蘇花改
https://news.tvbs.com.tw/life/1861967,交通部擬開放機車可行內側車道　王國材：安全考量
https://news.tvbs.com.tw/life/1861114,奪回路權！蘇花改最快8月開放大型重機　9月試辦白牌機車
https://news.tvbs.com.tw/life/1860354,蘇花改將開放白牌機車上路！　公總提4方案、試辦6個月
https://news.tvbs.com.tw/life/1843329,怒吼「交通解嚴」！　3千騎士圍城遊行提5訴求
https://news.tvbs.com.tw/life/1838689,超級萌！　雪隧、蘇花改隧道啟用「娃娃音廣播」
https://news.tvbs.com.tw/cars/1835529,蘇花改開放大型重機有得等　民間團體開嗆：還我路權！
