id,Price
300000,99.32521529999991
300001,86.95163239999998
300002,77.53032249999998
300003,75.00891870000001
300004,70.07395710000002
300005,59.78516029999996
300006,65.52982400000002
300007,85.25875290000003
300008,76.2545835
300009,90.75070980000001
300010,86.74066099999996
300011,73.81548089999997
300012,82.94034069999998
300013,82.38443600000002
300014,80.7457709
300015,99.19321169999998
300016,86.667445
300017,93.98147049999997
300018,103.38523270000009
300019,79.94591709999997
300020,94.88262209999998
300021,91.89009539999998
300022,74.85820270000004
300023,83.3594447
300024,91.61899569999997
300025,79.05206580000007
300026,82.92112819999998
300027,88.9346496
300028,80.16614600000001
300029,83.82522690000002
300030,67.91419590000001
300031,63.20228379999999
300032,94.65453359999992
300033,77.94334989999997
300034,84.6350208
300035,70.97132990000006
300036,92.23656780000002
300037,86.07291659999997
300038,78.22640920000005
300039,69.91325810000001
300040,85.81915690000004
300041,81.4459828
300042,85.6154652
300043,94.0718487
300044,90.97914739999995
300045,78.16642320000001
300046,98.99284449999996
300047,57.77903420000004
300048,81.4309049
300049,52.51156819999997
300050,86.09275130000002
300051,82.1794656
300052,85.16455320000001
300053,93.53450390000002
300054,95.767644
300055,102.08754489999997
300056,82.99823480000003
300057,109.36865149999994
300058,79.39934660000007
300059,77.11052479999998
300060,76.89554960000004
300061,102.14429650000004
300062,72.20183359999999
300063,92.50579310000003
300064,69.9037484
300065,82.77211109999999
300066,85.11987080000006
300067,77.8030468
300068,87.67368449999996
300069,66.11585470000001
300070,71.99215839999998
300071,80.58690870000015
300072,76.53837610000008
300073,83.25494110000005
300074,68.65299729999992
300075,82.85477809999999
300076,84.74518040000007
300077,76.84951920000002
300078,91.19749970000001
300079,85.66913570000004
300080,88.24052199999997
300081,86.03110779999997
300082,84.90250670000002
300083,70.9778705
300084,65.94440789999996
300085,90.86997930000008
300086,75.4532569
300087,82.84278589999997
300088,86.15590990000001
300089,80.54132940000004
300090,93.96897480000001
300091,85.67906159999997
300092,74.00350110000005
300093,83.29889009999995
300094,81.3990646
300095,68.32901830000006
300096,61.23564460000001
300097,66.90711339999999
300098,88.2382066
300099,90.15699990000003
300100,64.57449319999999
300101,87.96360380000002
300102,67.0960873
300103,89.99947460000003
300104,98.91162840000004
300105,74.05695220000004
300106,83.8127361
300107,64.91193380000003
300108,78.93911089999996
300109,81.83635190000001
300110,70.5654324
300111,76.10116690000004
300112,72.97857970000001
300113,77.3487977
300114,65.56173140000001
300115,69.18055750000003
300116,96.55005679999991
300117,85.76777689999999
300118,69.64554660000002
300119,85.106007
300120,105.22003540000006
300121,87.97914069999997
300122,84.38558510000001
300123,79.18488900000004
300124,89.18865149999999
300125,89.3769642
300126,82.1886725
300127,74.8216479
300128,72.71365180000002
300129,85.20420589999998
300130,65.22313850000002
300131,77.9984359
300132,86.5157074000001
300133,77.65197610000003
300134,94.04279580000001
300135,83.36666500000003
300136,81.26162200000002
300137,101.52288950000008
300138,61.08299639999993
300139,90.76952580000001
300140,89.90128130000001
300141,83.32705789999999
300142,82.55934610000003
300143,83.17378669999998
300144,80.13536550000002
300145,79.89961270000006
300146,90.74783720000003
300147,89.9348477
300148,79.9077534
300149,92.5422447
300150,94.12423149999996
300151,76.9650486
300152,83.76620110000002
300153,90.38429719999996
300154,74.1630228
300155,91.026455
300156,86.65209519999999
300157,82.5439041
300158,89.4770705
300159,106.37954350000001
300160,102.60656959999999
300161,70.36007269999998
300162,95.281469
300163,81.31981930000008
300164,61.08786190000005
300165,123.98713979999997
300166,101.20420840000006
300167,81.04718619999998
300168,112.34232980000012
300169,82.57679219999999
300170,65.49067099999995
300171,86.33420089999994
300172,79.35800250000001
300173,83.37443679999997
300174,70.9048555999999
300175,81.5095336
300176,79.6543635
300177,82.62845259999996
300178,90.34917840000006
300179,88.05808929999999
300180,87.17326200000001
300181,80.96690050000001
300182,85.0682294
300183,46.44332970000002
300184,72.7712343
300185,74.30036659999993
300186,86.51435820000002
300187,90.30712719999995
300188,78.93255240000002
300189,94.20440409999999
300190,80.64902869999993
300191,92.00829579999998
300192,65.70328069999995
300193,101.63049310000002
300194,84.91096839999996
300195,84.13839339999998
300196,92.82285499999995
300197,90.65629059999998
300198,84.26639709999998
300199,81.2342731
300200,82.81085190000002
300201,89.17903790000004
300202,88.41787190000001
300203,87.49962950000001
300204,45.69448740000001
300205,71.63461889999999
300206,73.02861419999998
300207,70.77476279999995
300208,83.3611079
300209,78.46932330000006
300210,92.64754520000002
300211,56.4796248
300212,76.56544219999998
300213,85.78651899999997
300214,107.54997729999997
300215,71.9721843
300216,73.29516929999997
300217,81.94398189999998
300218,109.39028850000005
300219,84.8275289
300220,92.08155920000004
300221,76.59694019999992
300222,96.62329459999995
300223,86.48054080000001
300224,90.04172939999998
300225,43.10777119999999
300226,90.01431279999998
300227,96.09664670000004
300228,87.80310559999998
300229,75.48215889999994
300230,96.09809879999999
300231,98.33161769999998
300232,91.60460600000006
300233,74.66560659999999
300234,73.41810419999995
300235,60.27106119999998
300236,89.75764480000004
300237,83.50333380000002
300238,81.35739130000003
300239,85.8776405
300240,75.94887219999994
300241,74.78766600000004
300242,101.61940459999994
300243,77.83218609999999
300244,77.73418559999999
300245,87.10080379999995
300246,72.34126629999996
300247,97.26678870000006
300248,82.24551340000002
300249,84.33861580000001
300250,85.70272279999998
300251,60.40625330000003
300252,69.1408529
300253,84.7021386
300254,89.0024476
300255,77.15475449999998
300256,65.0659617
300257,81.38223490000003
300258,83.83459970000001
300259,84.23669280000001
300260,90.13385929999997
300261,60.136022
300262,84.5562038
300263,75.39586019999993
300264,75.32253389999997
300265,70.38242060000002
300266,71.02521949999993
300267,72.29801810000005
300268,40.153738000000025
300269,93.49433319999994
300270,81.17853670000001
300271,102.77812089999998
300272,82.33783290000002
300273,70.24336900000007
300274,88.79610750000003
300275,93.52138179999994
300276,84.57929840000003
300277,101.84007709999993
300278,66.15053949999998
300279,81.97483820000001
300280,88.38558979999998
300281,65.89092069999997
300282,88.86146969999999
300283,75.58543069999993
300284,85.6575559
300285,67.51417039999997
300286,84.96952049999996
300287,89.48346520000001
300288,107.65100130000002
300289,75.9513868
300290,65.84543029999998
300291,90.58591289999997
300292,72.38025950000001
300293,75.21857729999999
300294,86.51331840000003
300295,68.89201399999996
300296,90.66139390000002
300297,87.89671369999998
300298,81.6949206
300299,89.1710737
300300,67.57112699999995
300301,84.87025009999999
300302,74.94386560000007
300303,70.02251609999998
300304,76.64181890000003
300305,78.13549739999996
